Serial,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Label
84,0.73648078628005,0.7819833190956629,0.7398704190974323,0.15735370810167215,0.6938823655512276,0.014804592105532088,0.8715432435394174,2.7056704091180905
85,0.6620074829020013,0.8100206419935722,0.7527674178065573,0.2271861516595436,0.8336234628033522,0.18546301644615726,0.42929734803516173,2.6725336132279423
86,0.039920602527382276,0.4124277711094787,0.14482849927285157,0.08873457174936528,0.3945976892875972,0.1542219033122817,0.2247160857423084,0.6490161653327395
87,0.04231609904619871,0.42497461217227805,0.7391323085558992,0.4117394339255315,0.5402839854200302,0.1868335210196529,0.7076894031104012,1.7428835464931807
88,0.32056469768843454,0.26830246650992107,0.9368018757582556,0.09015858665133258,0.31766871257011275,0.4885348637128458,0.8407241984865998,2.1373504689111473
89,0.27514985769353084,0.2848060019682258,0.29684293236969617,0.5187562184271426,0.2744850809055571,0.7300291988000431,0.011277493869958577,1.6773103544922197
90,0.7656765090536723,0.8341936703410595,0.06470799797867588,0.3922343906904383,0.8735900727551595,0.028810408926612352,0.070786929577075,2.094579000199635
91,0.4785254072772033,0.36582169249101915,0.2827941021615641,0.41831738166122,0.4730168091974438,0.5848418177588066,0.8773349170912635,2.1160947586343237
92,0.9560553143604889,0.7611530136257978,0.7674632375450756,0.6273718158377796,0.47040618985265836,0.8379860027397968,0.20505033494542835,3.225313797677493
93,0.49604183601699947,0.20773213407249702,0.30377329492300487,0.5327828640697955,0.06792456087324894,0.6533854686351163,0.9527651831895936,1.8277091976967266
94,0.7642639775625641,0.2563842596100122,0.909652874434389,0.5667747965902693,0.33378048033180774,0.8958752692744648,0.7898905075895369,3.1265808009516984
95,0.061617850054241474,0.7396142326922823,0.025118398619982996,0.3871868412685455,0.08620723550362486,0.6229656290496313,0.5732249848071019,1.399754616243524
96,0.32949470254455226,0.06382141746711589,0.13199003951373878,0.3572953599969908,0.20821727233071008,0.9486446370862364,0.6002367434839537,1.794319048374521
97,0.5748374071893945,0.28985812486082096,0.5102051875996256,0.6568602050589555,0.6880162703435997,0.9032964000918402,0.3685596240945439,2.720522529916819
98,0.4258263777714508,0.8903211786602733,0.9954548054267036,0.5311719752382662,0.7898174131282538,0.7379485024144712,0.22840016571283195,3.132978533134967
99,0.1868006822328535,0.46327011225498116,0.6008878416783976,0.13183107229316926,0.7465405670465903,0.7042637353276936,0.19270697451536123,2.211139653512028
100,0.3243442908094606,0.7044163461775125,0.36302023873780276,0.2851622448579967,0.22405367792154385,0.0701704620591509,0.27506847736890083,1.3438963198734006
101,0.5244435475176569,0.6632940591574649,0.12244087528477487,0.7977586388925136,0.9783878402233275,0.3459770072238403,0.019506829793867864,2.2509592348642373
102,0.6922249614504805,0.4295026604808241,0.5169374409557115,0.704098735649415,0.9211003917429643,0.6250187245874029,0.43445308394810356,2.9363396775919837
103,0.8010974952362531,0.9648259266440792,0.5996709784256824,0.6941775007775959,0.7996197661265744,0.526407601904801,0.6844217717546217,3.1459600623680544
104,0.3677725802590981,0.24482197697414587,0.5280065627740794,0.9462850821381149,0.1382977498723138,0.16485756898977544,0.26058108124849066,1.570166389990706
105,0.22775414244500114,0.11163594614319183,0.36839505998966926,0.9081846199259578,0.22088626320226135,0.6310191848505619,0.5727512896893897,1.821124949421712
106,0.9982136215235168,0.11339515943572465,0.013787490198564734,0.870716388587543,0.7775498145323186,0.42157163713982626,0.7992938601174346,2.2441790526285144
107,0.5712134044918464,0.4295246563594506,0.4803139834064638,0.2224280149024852,0.8284228373733983,0.3473765040549289,0.7115126898725855,2.3576257342865117
108,0.8107203175168759,0.4121256389569947,0.32220290390780637,0.42117452880539796,0.5813868503340827,0.47829410925975346,0.8985553138805591,2.4392740208999646
109,0.2677614396452028,0.46957036984004663,0.8968044247734815,0.9434905917065627,0.4536289077690431,0.6436273874697478,0.4380006779476999,2.626956392457654
110,0.805378892852367,0.02655462551620469,0.6772378901048003,0.5639551495674054,0.04600195831654652,0.21356551207415297,0.4144867614361074,1.7330433727562982
111,0.6059580250751901,0.8530014420887387,0.7957910580427253,0.011190940335799704,0.8130861343668738,0.45296952868314,0.7169471859827894,2.8312062095021115
112,0.3785692039734274,0.8729053185170759,0.24345466465480525,0.8348752251254515,0.913571314508857,0.7250042996704271,0.9991083027888535,2.760977577351148
113,0.18804893690580649,0.9310914174662481,0.7868932553380571,0.7294159148132036,0.48118841481378527,0.6770099301714734,0.6441004070276978,2.7057578851807498
114,0.21570079271657172,0.9341592282420663,0.6658992412711013,0.5564977595028877,0.5845888060862422,0.639193939515219,0.9479541227129834,2.6780942290095644
115,0.2024256532778942,0.4960978791786127,0.5763730675564736,0.7887908928994191,0.3325831996028443,0.27923236888834446,0.24407680998015335,1.9425045878862088
116,0.6886066905060648,0.7852594567709492,0.7761946202737319,0.39296583758041015,0.5099369157669804,0.07458819252617344,0.505723819707155,2.5992412459319754
117,0.870185990990504,0.10501676725572806,0.6738150544417357,0.04143590430100397,0.9527310861149205,0.08976453221875524,0.17749399004247068,2.0230168450380654
118,0.17673640896572984,0.1412909060433698,0.6217694273473358,0.5632322882939436,0.9404175293700408,0.10673619713413673,0.9722903743608386,1.7444447795173457
119,0.8663642729651835,0.4170487435341662,0.8631873038307767,0.7109109962226616,0.11689540083644134,0.5397151119000719,0.6393253344289429,2.6775914512627503
120,0.8192493242015181,0.23359068303912478,0.7279778387145476,0.5755859028050538,0.2596528895488547,0.3125901609580827,0.8810880778434568,2.337082697240427
121,0.17219115240797078,0.3513361548346112,0.6918050083417974,0.29771513708643393,0.4913121519606174,0.9883781389836934,0.23237863848713913,2.2749114336546605
122,0.21030983431730232,0.42678423897115847,0.8387779755501765,0.7038050230495997,0.007589004800505061,0.3251939416497738,0.3782612624386038,1.792032474212105
123,0.0829007103763324,0.17510554643114784,0.1072458253052454,0.33482291825746335,0.1728652192234199,0.04796523570342148,0.3608756898004092,0.7004820834801602
124,0.683216600247821,0.28009577274627684,0.8306658770756613,0.32694280520112173,0.9977073402128931,0.5010353408825096,0.5600578845627355,2.8803645529155606
125,0.0012721232679111516,0.029048200379105604,0.5176583893531818,0.5957317971988932,0.8891387381872813,0.7502431066989762,0.4087527884810708,2.0080517741521975
126,0.7324862788832501,0.5534690962940866,0.6782733361516883,0.5885037308815829,0.2197177977778495,0.9602088775551588,0.4120878202724767,2.7141838653115715
127,0.9695875464643914,0.8939536570333693,0.15936705502191206,0.10790013434038104,0.9716822138361361,0.4863579035537461,0.8342727015653322,3.1097783804726684
128,0.7114592855126893,0.15466351338800088,0.539038420540126,0.8235861421931016,0.1474227842185003,0.7107029895650101,0.5229930285317647,2.361865555406931
129,0.546873921648091,0.8838154994678805,0.2772967198740448,0.8268788031416938,0.2318732780482775,0.7564382202354017,0.08996655856987501,2.4460159280528844
130,0.36197658280824085,0.6223586450439131,0.27674357080303513,0.29946316664342376,0.5713364621307844,0.28392705018486475,0.5923064115869849,1.820605312505471
131,0.4303145359395719,0.4626504476485961,0.8019427155655656,0.14746222948490195,0.7205553639324701,0.17702268465194104,0.8879341954743019,2.305874842617202
132,0.5453628828756281,0.5229793017523512,0.6103978454174896,0.33368797324366883,0.917126135501546,0.15744568557763616,0.23627109757524523,2.2880933980040004
133,0.3305444768149459,0.6587329978439899,0.484148404465193,0.6866771073270385,0.964646622554638,0.6487824098425646,0.0768750383079656,2.6380090527781626
134,0.9752829468723411,0.3345693611051338,0.41596371139916843,0.9521617594793411,0.08386779004787015,0.46186484804156236,0.8293281411656895,2.596431472248799
135,0.9042820206854956,0.4668308998539421,0.9882053156048264,0.4923381116569011,0.20403166746272416,0.6553955734974671,0.6348799535106872,2.9565005760258387
136,0.7502852287092822,0.74793786914968,0.8559267160775844,0.9376061172378454,0.6638996921911072,0.21086692203835777,0.3353833470476202,3.051088547842044
137,0.7023420593266485,0.5159334235622681,0.313701190264862,0.9992287106935523,0.1930747163190052,0.5223493921058534,0.0896684796667856,2.304195012103007
138,0.01400182979632869,0.5495196782944546,0.593045628581211,0.9348490587814086,0.6789722869556575,0.8922430888776285,0.3824686777578119,2.5682056154816784
139,0.8335271802385299,0.08432649029969175,0.0842482134129392,0.26390590698686023,0.7537506977084139,0.8416987944206784,0.8629259745219645,2.424213512872793
140,0.148259477812837,0.15088806246633868,0.5109640745833187,0.2835550336970354,0.41175874709236415,0.13859712792666468,0.7674685025898061,1.308204856191284
141,0.18984743295044515,0.25988641642312027,0.9629142031888721,0.9461520478669581,0.044968945228888835,0.41147352372944535,0.4167205546700109,2.140694364491749
142,0.8273504741443156,0.8397613428468731,0.4883654613592493,0.6443096693855029,0.947726744725181,0.5359129937636646,0.3382633445368305,3.1314971683972206
143,0.40254664691198616,0.8765759672899011,0.534248845445075,0.13400977436156092,0.0822469394091051,0.056082864622269524,0.020043005322700758,1.404618595828301
144,0.1997468796589339,0.9184659307432963,0.1149372774833265,0.4732050164686168,0.6080443179922923,0.7453395948552447,0.6019410311202492,2.337929804549353
145,0.5450263275433628,0.2652110510205612,0.10869536107101474,0.2555227548702449,0.3646309984919748,0.3340464433071154,0.043980810436785145,1.3582049491574033
146,0.5933045459956645,0.5682587528052223,0.7993168661384575,0.39029984621036184,0.6165379249944254,0.9509916414525496,0.17502371038304076,2.8555706250475628
147,0.0005265853164958534,0.9984950458289851,0.12584777576630313,0.035885579523029176,0.2677036300083282,0.2117313629797739,0.2510645989031871,1.1603570805440195
148,0.5933837255011625,0.9641043928611336,0.08817048030287955,0.8982696985174707,0.8346391846464445,0.0806826239985281,0.40919708188777715,2.6045672815118777
149,0.9496557107968616,0.8378826656163362,0.6245003782607144,0.05361953438546141,0.7651132177737079,0.7456902459127445,0.671401668926419,3.1691521419897066
150,0.016811088836422572,0.4556196486807249,0.048113515075604796,0.8466202184430422,0.9288672623834621,0.10643443656921825,0.44335980523626817,1.4345377901485052
151,0.5822957035855775,0.24323989333665552,0.9386819511128458,0.8857851044882105,0.1062094799855674,0.6639656513000283,0.7802517093893736,2.7702768411769423
152,0.6705872659963705,0.8791699866817824,0.23104254109632227,0.5306583427845134,0.9712797632661679,0.09034423965741112,0.8147727831869069,2.554445961383144
153,0.7267310047600204,0.018254692840096176,0.8908845646429213,0.43098466924656964,0.6037672322374658,0.9760262839185121,0.4932927048672041,2.7050618001560993
154,0.33261716405813535,0.16273801003014032,0.23555261183022125,0.4583523557825683,0.38395478352024115,0.5159241828194172,0.014079513424781198,1.4709746275258566
155,0.7101296663154382,0.7505208205470257,0.8662027038122987,0.7028939025199671,0.9632006816716661,0.7732667950606898,0.9270777937931552,3.668161788936247
156,0.19238317893521306,0.28212280342073437,0.8298210045213229,0.3094852461533769,0.06368455539287765,0.9475919157190011,0.6491903014050623,1.9880804309514408
157,0.6760164562278141,0.606132581701503,0.1962355476519988,0.6458435131865817,0.6578982765159926,0.3692768967189459,0.6747474886280821,2.471957434650271
158,0.07570251999924926,0.5446780134486403,0.4380213236241184,0.7683681514118821,0.32870499612225546,0.7076412173716627,0.912576389996958,2.2045014370161713
159,0.8074477699297925,0.9808380178444132,0.42046590047021193,0.12093134084633272,0.09346617302612736,0.5062050999754147,0.060933244762381045,2.211341725200646
160,0.3900225643718638,0.5302748041786691,0.7755329353759074,0.2181646527206368,0.07428262766121241,0.30004543378346604,0.7668185782237802,1.9999095891170149
161,0.7043611832936233,0.4433832639236853,0.8070200202417672,0.9553645911401415,0.9848084564906425,0.20635924174103926,0.3240397841964857,2.805207453572387
162,0.7435335155391632,0.8511901829670906,0.8261194383837178,0.03824315831945513,0.7129834917810781,0.8256451974255394,0.10226269390517284,3.09709515834818
163,0.08096957827499196,0.5387335625490572,0.23437948405648612,0.5952569986171728,0.37658629069163463,0.8162227180213386,0.20556271175396656,1.7095070586754626
164,0.5699028984325042,0.980312647462601,0.7483837621138323,0.4315647926403391,0.6648875633696778,0.32786106140977356,0.31545834985492704,2.775817271925612
165,0.4306131907746348,0.4598123549168813,0.6169373437854779,0.9229466606115818,0.9743252999809827,0.1327940722494162,0.3765521411965199,2.282307830097258
166,0.45151164657525045,0.39225053617535255,0.7590050660817356,0.653261346421985,0.40379743874406215,0.3646132897545171,0.4467932772238036,2.3025676015617345
167,0.31264323334228716,0.7183661525202507,0.3948666021743673,0.1210836053577502,0.08190290276706014,0.022430462367112436,0.10401025787966856,1.1850581807889007
168,0.21148551886720757,0.7137078707687506,0.19901416446242792,0.4875198201552223,0.9946145664925968,0.5417444288390141,0.32671402106624203,2.1752940738297557
169,0.6505368466264252,0.5202349328776547,0.2860632612664594,0.41255154994800103,0.1788418147948646,0.8859905323821831,0.5274970809818547,2.184050496148939
170,0.9789876636033309,0.3455138136452295,0.31019599085360317,0.7984508791057626,0.9693081672717337,0.17080496296285752,0.18188770126143605,2.303244714859452
171,0.47815664770176003,0.056030327486727094,0.13719093510570912,0.3040804473678739,0.22956127666671267,0.7666385552011008,0.05368300325462594,1.622633392234357
172,0.3990879483148009,0.3965549581056341,0.659984167942479,0.7118515947883368,0.7068186814073453,0.6307639432539571,0.25838524274410757,2.3995265521213005
173,0.41196449663630386,0.47618941788719826,0.9377298813687089,0.22350058270856477,0.5022361977042422,0.9945568038874424,0.05723101832440369,2.689639146352422
174,0.10046931376208112,0.05059632480942011,0.08573804651059014,0.6714593522915365,0.4491758933252813,0.3774753154407293,0.1565176625308049,1.1534183274175878
175,0.8014521371463558,0.1744539562783891,0.11303908601586077,0.27496877074405157,0.39643287959845297,0.9080138300778618,0.3027388927094442,2.2612352279189443
176,0.3911920899801473,0.5465016486733975,0.15829658522144885,0.8688053680961212,0.10560438078335521,0.5443417285679378,0.5279315693637079,1.9533327533361595
177,0.12877047416165688,0.16758239325938185,0.088660164421002,0.6177006085402971,0.1432446714625224,0.4370657693002491,0.31400449022801724,0.9528391186504215
178,0.3217848249204971,0.7255511433975301,0.8662885607584362,0.18482966759886876,0.8201003248618968,0.06552709568190385,0.25700675735666567,2.200099901044356
179,0.9025335496561996,0.38864080240208687,0.20631391443725444,0.5701507418480756,0.2521950288249346,0.9563751023119799,0.00582311052137785,2.4728738090745965
180,0.3215605819740721,0.8881376610787608,0.15246713964059777,0.009650267347077968,0.2920996725896745,0.19856004210490363,0.394584346810137,1.2911743933700355
181,0.3236813761918257,0.3356583183677916,0.44459118282484533,0.07724915435406288,0.9213236945002246,0.5961156177954997,0.7408705288699606,2.107963028388976
182,0.25644134384741535,0.2706263628219192,0.6706112594273745,0.7663390028520111,0.26525161918064033,0.11819661265552905,0.5178795107177787,1.7214584714923458
183,0.32121095949437883,0.9948878118557779,0.8633291184869291,0.5243503317115121,0.6691115213712558,0.1253779543099396,0.639721325731173,2.559917158181417
184,0.6191319058676328,0.7452800017200095,0.14090285094402644,0.4852347402215448,0.8707721880039585,0.6979982822905074,0.3633109318806955,2.345703974764905
185,0.1076321011078486,0.1668879034236458,0.6828993123956226,0.2895779138881167,0.6240511158756588,0.45230089795672124,0.3253829976963222,1.7648686880404902
186,0.1766842020520003,0.4955807252018919,0.4869206759096216,0.03539331927629841,0.21583604171931348,0.7987224779935667,0.8521546100758814,1.9469241669203672
187,0.5877011711911458,0.8775793203973727,0.5215343248700128,0.5635854601899781,0.8001047315891184,0.042091821721206846,0.6619577450322093,2.417103226459213
188,0.03983908666308533,0.8286238287151567,0.29421852299258877,0.3792982027532882,0.4027927962876876,0.15225167916211502,0.3682509952015537,1.4936228343584979
189,0.21409557877146035,0.7555974148076758,0.6211993018380279,0.2852036209012,0.5141826467039091,0.2040946079502799,0.6030540424331202,2.033194355607942
190,0.9786289658455094,0.9775038040664278,0.41306898290698113,0.32241596833602193,0.7354389236633978,0.7879256136375167,0.8358277991710003,3.261863946533534
