Serial,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Label
14,0.6904162901677859,0.6963375889873947,0.4219438705768648,0.77324881973141,0.9571273073986813,0.5609131408192262,0.0793603737362073,0.4456993552580225,0.9550412544480189,0.4857525978923628,0.6636229644157713,0.8328612584440063,0.0405540245589443,0.14186897902656148,3.4273269220391978
15,0.06775509862490037,0.7137707257719075,0.6339566698764315,0.2834700648437146,0.22901792417442846,0.8757108688329535,0.3603309450164265,0.42482454980033935,0.4984893319262068,0.5633059138257586,0.1892028319750827,0.27805956979364554,0.005754809278866957,0.1918021702250552,1.5872411588522262
16,0.01523291394138504,0.7971878518207388,0.15980229461335527,0.6516365245055298,0.21497681928069312,0.2110319152987794,0.39055147349329267,0.901823870440596,0.5630448045977925,0.798401026094177,0.04241121036007389,0.16279395538524588,0.8650121207989296,0.16865063742106978,3.053442021466331
17,0.9465163375768074,0.7260698407368232,0.6226183610294435,0.70922584585448,0.466024618390797,0.12175965538710731,0.049469314872458536,0.2668179920784409,0.6613705056677812,0.8327111674399029,0.2606114429415015,0.6011408733671584,0.008102834765015055,0.9593268647469804,2.735022245429203
18,0.8291703007685909,0.5201978624807448,0.8597864694754048,0.2870183414081152,0.9962912010099375,0.43777347268978994,0.21758308274130933,0.8851532709080394,0.9834534666620836,0.7565400476446776,0.36989570014062956,0.9195926898864017,0.9772055064240787,0.14765511921663876,5.017825989861392
19,0.06056200129750389,0.32944942937311505,0.7536400132658115,0.7656502859565807,0.6506878027325425,0.2706318850099185,0.6386608273373213,0.12975524281855055,0.6157142805395701,0.794322724246812,0.003075526879062984,0.978018855801846,0.08437593288721479,0.23874169993838923,2.459646456991644
20,0.6400116339717141,0.46338569054864265,0.7674424502050985,0.9889645542437026,0.65740708988367,0.07250063578667154,0.317965560189607,0.33026696312184445,0.6041254436488775,0.8926030755041965,0.13295651759326776,0.15295639896284408,0.49574055397230987,0.0987419454632632,3.2361793230788716
21,0.8081761871322742,0.5356414201917237,0.7909130787996407,0.9762502582968248,0.18899099599093994,0.3351152977512778,0.795687036875337,0.8009005940966484,0.9039726171111372,0.08387362452920533,0.5879427317595641,0.8341432427553911,0.041115219654281665,0.3927578055703649,3.7139391248068714
22,0.5504626924509,0.4645116102136253,0.6854982207313078,0.1425507189466575,0.6553031247903188,0.5376693221529982,0.20644289045278252,0.5822686913204599,0.6347523341759904,0.87805193741022,0.5247162895878015,0.2935562483094504,0.7481218582035076,0.04970802833951815,3.804394779743348
23,0.7663904820163537,0.17321197654931275,0.3319344045751548,0.34810510616739443,0.7091937002605776,0.2223588410659677,0.992587305501428,0.7501758217374569,0.412456827861129,0.6074273768607549,0.014226905421761527,0.23739356747702722,0.5864887452929415,0.38535155322711734,3.6401512547013795
24,0.906763314333595,0.669748858147449,0.9721384786186666,0.21467297328268697,0.22994028067216077,0.4306682308232056,0.0682763906439443,0.19445908610168972,0.10526516247427764,0.9265404966710494,0.5850579695509202,0.7164432280705075,0.7105634345380282,0.9497079891198554,3.5454660490962975
25,0.2948334269823327,0.49779291754121135,0.24288966706504045,0.736710081853946,0.3487006600717949,0.9048645925702719,0.5648187667877081,0.5543739458441633,0.2918284875039101,0.8188287002005362,0.8555262952272112,0.9723490973280348,0.5534726945865763,0.7090144715503119,3.5050949810271224
26,0.6377050163702676,0.7729824220821413,0.12391236209634426,0.3351616479975955,0.8049478814386833,0.9936109351286179,0.1816011698738086,0.42219803280874146,0.47091367156111896,0.29350066441560263,0.876592072641762,0.5448261350729242,0.9046551599286784,0.42848236827239095,4.099079103034305
27,0.30156881080892317,0.8735786640935657,0.6735445226451193,0.7837308519399021,0.9602138483835044,0.52827464264401,0.01757167671991333,0.987030137121533,0.7521888388892669,0.012044676367473306,0.5450961228728811,0.11216081497816655,0.4596093754986972,0.8202940765833582,3.861358775786069
28,0.10321109057267863,0.017746480665762232,0.5089329214547398,0.28200757104650076,0.5695650012015744,0.40134768401482945,0.8945155612990854,0.19516688419094985,0.5683837736286409,0.5061135493713934,0.04044912238129461,0.452050410194512,0.18719177498154016,0.47083315188952557,1.9874600552586237
29,0.19369920674036478,0.11016197433684116,0.19226925503095282,0.5533528910381695,0.8749480108298061,0.5325544539479157,0.5074523755029327,0.5165447766436123,0.5498925790523801,0.13951092295132428,0.4395879698311289,0.4827515174175314,0.43972295014100393,0.5202032696643332,2.455843361013908
30,0.8561033032472631,0.013034467877013456,0.8685839674815067,0.6402593594177269,0.5024159545618544,0.5292773295397329,0.9997161489278145,0.1409132424759284,0.4424718833731379,0.892780602718693,0.3883224827923313,0.6567396160535993,0.7079690987596694,0.2714081969670341,3.799302173267433
31,0.9637388059063821,0.19961086677794304,0.9328805285159891,0.6938307299591936,0.08925442335315992,0.5884176174500616,0.6122000570513978,0.24142804810466145,0.014453417999037654,0.3858612563747009,0.052560485135284996,0.4386387504626882,0.4981464492219162,0.9248563834380635,2.6085678556473693
32,0.10694069424147035,0.4548984314240484,0.5539339344848592,0.6227927698504258,0.19106256883014328,0.33891076040782286,0.42019266519506693,0.16830731245131292,0.744114214864979,0.31145907194490796,0.8591762434167082,0.9419095081322725,0.5904172167949371,0.8140169337400651,3.131542181052948
33,0.08678435677291829,0.6945068934912041,0.1881313393240206,0.04758537204046542,0.4769741644484953,0.44798562189418967,0.6124739956791574,0.08727002233690406,0.3786959449283265,0.572162573208897,0.18262658702112855,0.6506545229356563,0.5374811790972978,0.5092002027460397,2.563797087797387
34,0.9485724158688968,0.18528341351449507,0.6467816331170957,0.3005586152221592,0.8764656653539253,0.5091109750106207,0.9523515788908935,0.129947738361453,0.7597245696275579,0.9051011816384477,0.8010856176123995,0.059854249866034936,0.9568266782982018,0.13313499919881666,4.410760944328209
35,0.06710245953254768,0.7833584914734828,0.8601944342589662,0.453452783375495,0.7805924879381714,0.21050013584726646,0.38883918645354343,0.9450333228864628,0.7911006270969161,0.0967504073862665,0.39281771746441174,0.3462439626754039,0.8092642241751157,0.4297577469898092,4.028089352428662
36,0.8163776113941975,0.8354671284242606,0.3402517776199129,0.7058537058364576,0.3843586942579993,0.9835199223009906,0.897244706428318,0.952386363504405,0.7599485003505816,0.7828711248454872,0.898609302586468,0.4372286379523357,0.04223672399812661,0.8855154933479377,4.110635411297149
37,0.11682088440346095,0.26666112656016494,0.90058899919938,0.5825056899177672,0.3186238215442383,0.6280864264245708,0.3916173419992184,0.3383856196359726,0.18391147211709824,0.44627450749113284,0.9852647068434618,0.4842433001647962,0.06765278957252707,0.8859588346444364,2.921860211793957
38,0.7076001311430958,0.4831275364089932,0.1631796360591039,0.9775971902692032,0.5582265924570128,0.485461239817519,0.3821265185321284,0.1759842281462909,0.8131873441429487,0.8172593652720419,0.15003157312635418,0.7009514206837544,0.2652118800336192,0.6961825168611866,2.75763125669373
39,0.7595847817375583,0.17995813994181942,0.3700743127720626,0.6379239586217085,0.8766124409152194,0.7426851481613794,0.20477089564638418,0.3020979939106767,0.23618116597451422,0.25281566525891597,0.9692211479027892,0.6140664185390781,0.36907609663150664,0.8441712474217576,3.5167760000159385
40,0.6091005069950369,0.21337158101999432,0.7345476694967613,0.3341200744714773,0.1292646896224987,0.47619812395181127,0.25548250041469356,0.10892099203093841,0.11193633109755508,0.2725205651209751,0.6086076743073426,0.809154518146377,0.8127399390913362,0.833490088053695,3.2968358640526834
41,0.9650919910475421,0.8539331930215915,0.929922483343187,0.5035251485982286,0.28574548843475234,0.8560050451275203,0.6042542739412885,0.1275826064832778,0.6157361831079333,0.2410583866244137,0.937460154752245,0.7715795322529835,0.20479225392336897,0.7676073330931508,3.70343167274145
42,0.41358229231696697,0.026233061868693897,0.23756186062891171,0.19736234126966778,0.10821730534061236,0.4566412941769258,0.25603496504647194,0.5327598229848073,0.5926924476101258,0.8354855282667997,0.9985771722399565,0.3325874162291613,0.5391131680895691,0.5285467733941466,2.9164977270698578
43,0.39332621598751827,0.5393561522743844,0.2930715924837496,0.6446088912001134,0.6925093784692672,0.6343604415069395,0.910239081564552,0.7406755070766203,0.8858963338248467,0.08675607946351893,0.8295858877170394,0.25666766038343647,0.9992183327735652,0.4803787218626414,4.592807991734674
44,0.0920544030162429,0.46462920042797906,0.5513696929462462,0.6220475582862179,0.4065467299025354,0.7690554128493047,0.9151941637741787,0.7233105676722708,0.9107078989034219,0.11565558748602345,0.8265417956786371,0.8934901239801226,0.6484277091450685,0.666827495393441,4.33384256382592
45,0.5691701653706397,0.010803752934158584,0.4951593568885534,0.46633082665774583,0.016377041965307093,0.15765931005735667,0.7041196075334905,0.022197772431601814,0.668002534177483,0.5417727338872378,0.8648691911145499,0.24373151741993215,0.2949929183190183,0.05569611016233944,2.158463580342537
46,0.7808475176820828,0.2918574903481084,0.45995265996523726,0.3174334960787879,0.11501082439291954,0.9422021158183712,0.6818960089604148,0.4073929929057897,0.9456832365828639,0.41995505229204155,0.16271997853220654,0.4782061421377667,0.4559759444169674,0.6219169306131285,2.8403184005980955
47,0.7167383973935589,0.3633023447411198,0.4595075977557198,0.5284140408461961,0.0052147586062937235,0.981160931341256,0.674602731819468,0.6721409769309006,0.16372992040412304,0.0553372608197491,0.128561351282649,0.2020860289721983,0.8416142380704794,0.828542132909859,3.0361051462414728
48,0.12400294255103561,0.47724766658991236,0.6970620530194249,0.4329451454108243,0.29979247668155384,0.13201376119301467,0.41791079911052675,0.42494980679654093,0.7082883252918986,0.6365907066345844,0.14791986094863796,0.5882218441313922,0.800776518050795,0.6043729538578856,3.2139174046458816
49,0.8045862067238025,0.45622760956532815,0.1439251500802321,0.48434447870073893,0.21883554428036844,0.7525551317012135,0.510811701852517,0.5449628100684553,0.9206377485597715,0.08430936506213427,0.8154057959431202,0.8022821008357551,0.4109352358478049,0.2631693533559557,3.8590037568710875
50,0.7542011658214198,0.5770342230371369,0.7130339148953596,0.3529192793402024,0.27604834903312225,0.7402912730326454,0.3236871465624023,0.757699439402429,0.9821875512382097,0.07898791246446324,0.5510007993472653,0.0038670420505484415,0.679167785349141,0.6377727284302098,3.7486275562704523
51,0.9970761950463022,0.23750884521367766,0.6430887496576276,0.9996334454058163,0.305661154291197,0.38790565182213865,0.7794649497267627,0.31060631272771944,0.49694914289692527,0.7293980692983348,0.9126543218503267,0.1011476808195273,0.0838381838948058,0.5701462731059688,3.4979595001075743
52,0.7056712296896687,0.17781849189817545,0.1717321203715928,0.3555257658646982,0.4499289363870437,0.8245715968087268,0.4845101786138949,0.8027370902109557,0.008603391516891268,0.535863278980007,0.9689949493364294,0.019410653695804858,0.05518865815196072,0.4512188274601352,2.823488352532899
53,0.3917708602222082,0.9584703221678377,0.9802180984122918,0.9260189477515177,0.07218098200514578,0.7763922694989973,0.5166618575232321,0.28454853345863984,0.7553618915462076,0.6700367150909822,0.8978479507610676,0.5700459253722908,0.6907481173660175,0.806341753165993,4.187812092384714
54,0.8782611363509535,0.25637227417148334,0.22802051683682445,0.711829317315955,0.7410950767853571,0.7569506428252339,0.4857123946733207,0.6999000125730941,0.933455427598262,0.21168900694808224,0.016136201607645506,0.31120435957625425,0.11631759225440774,0.8967128315368681,2.725029641412607
55,0.16920535318353824,0.052217443020375676,0.11182078117513894,0.11228726365422947,0.6185560560447205,0.1170367636381644,0.9784856949263993,0.20187632955725499,0.783463791020197,0.26269982536612224,0.6606422162558057,0.2322077359189142,0.20585337929300263,0.6175979083974821,3.1586292171068324
56,0.2799965107532101,0.5325702593356657,0.47014758421218694,0.9918015971149549,0.5157050760712089,0.8053040989232984,0.10073102486963736,0.7738362306759456,0.6309098751561213,0.09360911585131992,0.9370550619073852,0.27130153225335263,0.4496997359994578,0.5386667409191176,2.8023462328371944
57,0.2885998205884601,0.6041804929205721,0.002122292967222439,0.3484479124062563,0.7121789235978614,0.5394890510821829,0.30503116787429196,0.06868811122267748,0.6626996228483623,0.5537073668208566,0.9635059538635955,0.6791297508157798,0.1922442265922768,0.7422394007935383,2.991538916439985
58,0.9035949579759958,0.09500065731040397,0.8345824797237033,0.11336910495734165,0.9252541101719607,0.8661515774460535,0.8650911404327449,0.9357226236382253,0.8452799309747637,0.31160583164567746,0.34670574514119323,0.6368138348711281,0.33169226197458235,0.6680830979599662,4.44774294414761
59,0.7403038190483385,0.15911982449183637,0.5301056879265814,0.44397037981623333,0.010483148315315272,0.856641974424179,0.5466253872405813,0.13493616220471727,0.9487234121863527,0.7153413067105481,0.7942616449059406,0.934180232751418,0.8534773498890039,0.1429056539233211,3.602148856639844
60,0.5951781030069655,0.30566130207346054,0.25543460093942316,0.3287965098125375,0.10516872189909676,0.10470045699361397,0.506171895714322,0.5191538263096913,0.11669220258418778,0.8088725093041094,0.680939120806557,0.9925400608469769,0.5722028086871522,0.28094256222466607,3.283274573916339
61,0.9636186621988104,0.9550505320237727,0.9828334225601218,0.8817464664099088,0.9027492427897112,0.9746280448495743,0.5018447299421647,0.012339600654189709,0.6046945857833095,0.39080802680524107,0.911644416219427,0.37765598229156927,0.25214187669502997,0.8172357178137512,4.0295132030402305
62,0.23445801737416883,0.254594075184431,0.20777823448122923,0.8366061982585181,0.4300564734186837,0.5852089189897517,0.18705396885630465,0.29038882587004977,0.8426521417980467,0.9320811416498752,0.7236800741054714,0.1614583767976473,0.14128496517352285,0.7510304979001686,2.6401978922533513
63,0.5185642194931022,0.8771028440030031,0.4493595663694968,0.3091519354754835,0.04764503773126705,0.37917876994427924,0.8347289150659972,0.0241965228261668,0.992731481462984,0.8548429586924058,0.905934707152344,0.2840145341494059,0.9767494060820946,0.4913367035432492,3.76419204003635
64,0.3301239022196836,0.5278223176624562,0.968123641751393,0.017624078247271524,0.4950364682285796,0.18121259424881686,0.3987650575195767,0.15827978108246687,0.552964064454755,0.9731081000945822,0.41589593349710485,0.808080289395056,0.9647802906993246,0.6838177259972231,3.4112681268787424
65,0.024228532158466765,0.2165051642681386,0.8762817753967234,0.4079046251900894,0.9520861125832422,0.6926044853471831,0.7201693176212902,0.6439598930064735,0.9290633822552358,0.5437361333261418,0.04762469952185988,0.6576044189996931,0.5587066576060349,0.5518821694151811,3.2653772123931413
66,0.9771638815821079,0.2882613805855485,0.9205567619635102,0.6569688008346376,0.0478538436479542,0.2894701734378886,0.6478909524996691,0.7367010416119077,0.27837765952421556,0.09400683020616829,0.19846944339561579,0.11525711802209526,0.42448400788506613,0.3486308688184314,3.0171457589927346
67,0.6003338711991393,0.4097030869119418,0.8029376806212745,0.684583318617168,0.47726522891027356,0.03675417132303882,0.9574512040722509,0.24990231621587244,0.18509896105829393,0.9885885004847169,0.6740082060395711,0.6311235734687717,0.6346243231289928,0.45516265088629504,3.8969989685291595
68,0.6183062966608366,0.09713393957616034,0.9393321546193784,0.4385815697418346,0.31755044189224313,0.8030784972791268,0.5006143229878526,0.2674734217286173,0.7314398401634556,0.195435998495061,0.7726178277697763,0.1160931877182596,0.6019648589665386,0.5035536404376257,3.2916425049664264
69,0.08301689311217664,0.6908841405367768,0.08478139702075715,0.5832158506590617,0.08166171032784486,0.25349281461603657,0.2579291090207486,0.38325873455238835,0.09534074454563768,0.9646901971669729,0.13126602621550043,0.48062623793141457,0.6762626110933467,0.2394682721878424,2.4722432202985027
70,0.06457891932571636,0.8982981334537944,0.6479275607473358,0.645284352387422,0.23021661697429174,0.6997665604385034,0.7580390229797301,0.6996348240710946,0.1595821968035498,0.50596555054832,0.9827901088416113,0.6150235610604444,0.6890441510786426,0.38414859306923843,4.019050711571936
71,0.10292903595515956,0.8887208867497414,0.06933803623681745,0.427754743723774,0.8724379709552483,0.25302889334303624,0.19035465122687778,0.8748322916601025,0.5556541443100371,0.4560031964010616,0.8853283587637379,0.9781409134922177,0.8932978068477304,0.7474996924822032,3.938757245856973
72,0.7581455091679357,0.7369344239012611,0.20621883097354266,0.6619669179383532,0.39846508874986075,0.17403997855902564,0.7087681738765141,0.2909941176790708,0.36382698411152903,0.12325702381499004,0.3938170453874862,0.04920519186037098,0.11409644745285963,0.6234124200167417,2.3205971960413914
73,0.8824653540689232,0.3600306151428613,0.8284446170450317,0.6424671687903362,0.23760377424570844,0.5868759430685312,0.4220889671834347,0.2628347194494304,0.874847718771275,0.7233011296438749,0.18284501941223497,0.20923439289026424,0.3059795881979628,0.05496198593761603,2.982328500931891
74,0.3079845810736479,0.8832038825284484,0.8151359804533342,0.9965221090438324,0.3249671382254712,0.11299479013785685,0.9977935450565869,0.46999291979255386,0.9929328190417399,0.8558310869430409,0.5835742865788404,0.866406011152889,0.7180242877623042,0.14359545015762498,4.299387978738837
75,0.6690228954157011,0.2896490709960481,0.8499285375935717,0.7662707435004488,0.9036058002178452,0.6382261023459476,0.26520308951743465,0.6425761330880433,0.879558761689172,0.34245822764232914,0.4225853496822235,0.026739324932024022,0.892191463663104,0.866964880955407,3.8489350146962398
76,0.7298390280681428,0.25112615507600744,0.005562371027647894,0.7209608049171454,0.24332254959682698,0.04113794192376807,0.716765214016296,0.15680118000228727,0.6781961246206203,0.6878216470965525,0.3749835456160354,0.045437270120276874,0.10673287611354587,0.9573054139708389,2.518258491002563
77,0.3737435319984381,0.6544679203167305,0.04150001402162207,0.5747126856747781,0.5511529801343293,0.2210832089386795,0.24725810035935347,0.25581593088530974,0.21556473482997252,0.9638742631652744,0.7434220507895043,0.281510965158694,0.2796662472669432,0.1832829512241091,2.5641361388891952
78,0.5870932329538953,0.10365700093917629,0.27829733135255663,0.8689107229404828,0.2867449555091126,0.4751964516984819,0.13293927156580176,0.5463904556340224,0.220990322036419,0.04282458485335272,0.6262097236990768,0.021497805247891688,0.3745109074451366,0.9319687099272511,2.578707593921112
79,0.2651073004089034,0.5942227986201928,0.025693459477222236,0.5462145921913494,0.6170338603549588,0.16120322492696748,0.23432629018625595,0.7190544036372344,0.4569020967283969,0.8856073643576976,0.5299536723837425,0.3058807081169592,0.10215145762922073,0.8831819893002889,2.931482792675751
80,0.3625347589190998,0.26608999383659737,0.9687074228681546,0.6469320634357506,0.2752858920537613,0.12971388213803203,0.24667622235812758,0.8424417384248816,0.29754850661172416,0.23007994980705415,0.5894591898970246,0.5971184430897762,0.6532002459163866,0.7558278743060609,3.529695194167945
81,0.29601340573508117,0.9160382544593269,0.7157209035168968,0.8471518459545623,0.1391063667857535,0.35958424040470915,0.8902144339243043,0.13573776206594412,0.26527507864183786,0.718622084156228,0.4308535331151331,0.5975816149759212,0.3837152464238852,0.12882504061982614,2.9155738239752487
82,0.025404439266048406,0.2082357496968884,0.7386242611788729,0.3524364273576571,0.2494110767646316,0.7722967469019966,0.19541801082102594,0.3144595133559659,0.9761586692449519,0.5933061519897793,0.40569646504550827,0.684381231036304,0.8731946815348214,0.2659590941178843,3.0043875623711997
83,0.9223497454589205,0.37884849534681553,0.07337914164350168,0.23180160572853215,0.49166003005148096,0.06525573880616686,0.6978989372075933,0.4346024197354621,0.2720987961210042,0.5174151158788562,0.5987935158110502,0.18110288165284394,0.4214315534424028,0.05791654928829393,2.5029735452690836
84,0.11538574720250239,0.6736357908797022,0.6751373746330961,0.7298649457446241,0.8705095114397391,0.694800772578727,0.14375108415417837,0.4148059279855846,0.9352452863904168,0.548508171956044,0.9259860817656149,0.570693771164041,0.14982028841224926,0.8029840828323319,3.7487643278839875
85,0.22753607164879996,0.15963166362637082,0.7874722594112866,0.21213100805416962,0.43977416884376064,0.7001021078634844,0.505089007207047,0.6052159713379612,0.6814124280224365,0.2729407996694275,0.25377196272983593,0.4908135142058364,0.0789730350378034,0.9708343356273791,2.724737291695506
86,0.20902675304926233,0.07183532395061187,0.8879380741558274,0.7930952809529634,0.3289749503269068,0.09045009401127091,0.24234954091020033,0.1373529144015222,0.27261816510549775,0.751357780074239,0.9401486263270741,0.8554435518593653,0.4224178894080708,0.9241990995917267,3.213844312130232
87,0.7947739716665537,0.003073570622831534,0.16460864630660632,0.6812717185477899,0.8326638593811196,0.005942805530943951,0.8452470724855032,0.28392000849121335,0.9943983729270717,0.8304149299395956,0.45638149273635686,0.25385662089294647,0.347068582546857,0.1483730676152517,3.430708466799067
88,0.5584696861198838,0.21523667872532737,0.8572772477313135,0.14770995275285126,0.2581858946268233,0.2262521566019996,0.9761159500819924,0.312460928713853,0.38888276110864184,0.2181260442623233,0.24049710114342204,0.3961533368209603,0.6054821003491089,0.5010009392394442,3.122020308537977
89,0.3117036090139491,0.2882487586775683,0.6401805061384773,0.06046861783814306,0.9826794245129047,0.543357442429011,0.8476354440764143,0.11713979170535282,0.6798180033731847,0.7148454649059126,0.6192640317563769,0.9709719869925739,0.2396191457318383,0.2878834520603403,3.91202028050691
90,0.33818235092984417,0.6242032496420391,0.775985352037452,0.8160842785387413,0.738750414550831,0.9231176084688744,0.06496369850415573,0.9727823951933899,0.20361174661956738,0.8070525579248232,0.02062425494049025,0.5767867758497183,0.3522771514155957,0.035837060777935026,2.803097422779704
91,0.9964483863880873,0.263256319637984,0.30879064368249676,0.7928367338255415,0.4716696730490255,0.7285728795604395,0.8694370793945296,0.30610004736567575,0.2778684034986836,0.14822790072962866,0.6550304049810394,0.0851136751356022,0.21772931420243458,0.4683340735240883,3.0631572529874216
92,0.3528312462073643,0.9622099375779881,0.6343891265891268,0.16087078379635178,0.6857574773788702,0.22733750434365785,0.8964915850361267,0.9918549294740026,0.9049047386735699,0.11944437253036588,0.19503555083480917,0.8253823617738562,0.12302411069411368,0.8107508102991504,4.044051082552666
93,0.8971977803781421,0.7137788189700512,0.09693811734324254,0.4291944452808293,0.8071255231028949,0.5830949038771153,0.6634998064208126,0.009031835914825037,0.6099935312217836,0.07242363447552602,0.479474915229803,0.03072201949287323,0.5825830572296377,0.874887091912715,3.491208540679477
94,0.31411231887006974,0.4316347339662342,0.9657026017754575,0.3520133669150226,0.5621743943187049,0.4380207149377102,0.262794929426883,0.9012974609934438,0.8072203734855274,0.4733104245287024,0.740238230507321,0.7120969660516621,0.40032945156581956,0.7003835742413125,3.7664293021409154
95,0.18907232947032315,0.5072893043403,0.4735698290311462,0.48296761121789455,0.3632751746785867,0.7554327731947524,0.829512526528609,0.9982892644576488,0.9974470886584831,0.6473036532674119,0.5338568699119811,0.27716422565043897,0.8495006125781334,0.2808602230717966,4.311034357869531
96,0.3082275714287548,0.8156452294567175,0.43772843273816586,0.6849030972745557,0.9554202727093422,0.7763055691964579,0.9356662303894288,0.7815924942459178,0.8085587638712183,0.5177382763693688,0.5405259461335017,0.6423071054988492,0.7776870172160905,0.6798056094293697,4.403472090184798
97,0.15852577308232374,0.4423442950855253,0.1277964534452869,0.0599449834482888,0.4480717423815944,0.3830858978928652,0.498078652939564,0.7595191819110534,0.22015986206745397,0.3138930789975669,0.5207323480346379,0.7633305260156822,0.8969571157758678,0.5077200409006031,3.49166509981211
98,0.8068898666879767,0.6188483030041172,0.16777450763553614,0.8537082485306609,0.97734669396228,0.016046985839271888,0.24440802627857594,0.8716041457404431,0.505723466577856,0.7695004328503916,0.8652469557509052,0.43042240473413873,0.430648399152018,0.9330699553873557,4.490061016282393
99,0.4056327276267083,0.8883986343719926,0.8205194991800445,0.12520299239931199,0.5868883268233135,0.719725526440305,0.10596430350631525,0.1372025348019923,0.7389710440194006,0.10481159902702109,0.8654641932899385,0.7150394028724264,0.844967019241296,0.969055614851049,3.7153022386502963
100,0.9083170658034135,0.24611174010270986,0.9877581985430769,0.8165801406114079,0.022372431172459684,0.2709361605508912,0.06898850750995666,0.8108940952068132,0.9112248819154177,0.36088146697750834,0.9311860000354814,0.44380256200444357,0.43165041899768997,0.9045838172790239,4.2001329657832835
101,0.7270696261093723,0.08559973316144576,0.02117256402955614,0.8783647063469018,0.5118089705497352,0.925512885622577,0.9261678522421994,0.6578945275274759,0.29410909561910104,0.08011059285443334,0.3885030579006148,0.9078730108217454,0.26258961781966983,0.002313390381761926,3.1727064188224405
102,0.942751040471766,0.19737590048824616,0.8230893767485058,0.6347301570549331,0.4928375626210063,0.9382714212435989,0.17086691071094195,0.08642626675026821,0.34994542703448295,0.5091502417525036,0.5084969854800515,0.19070593247860645,0.6887578484528355,0.25295354557876737,2.6883976175904145
